"Time","Subsystem #1|CTLs|Vars|Isderr8","Subsystem #1|CTLs|Vars|Isdrefongrid8","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr","Subsystem #1|CTLs|Vars|udA8"
0.00925,6.99133056E-5,0.681832385,0.3173268723,4.258988395E-5,-9.483071838E-5
0.0093,7.898058031E-5,0.6818351774,0.317328172,4.473406148E-5,-9.460217533E-5
0.00935,8.796995752E-5,0.6818379144,0.3173294457,4.683413303E-5,-9.437535402E-5
0.0094,9.687256436E-5,0.6818405931,0.3173306924,4.888802762E-5,-9.415047831E-5
0.00945,1.056796137E-4,0.681843211,0.3173319108,5.089371981E-5,-9.392777017E-5
0.0095,1.143824128E-4,0.6818457655,0.3173330997,5.28492317E-5,-9.370744942E-5
0.00955,1.229723719E-4,0.6818482541,0.3173342579,5.475263489E-5,-9.34897335E-5
0.0096,1.314410129E-4,0.6818506743,0.3173353842,5.660205235E-5,-9.32748373E-5
0.00965,1.397799775E-4,0.6818530236,0.3173364776,5.839566034E-5,-9.306297292E-5
0.0097,1.479810357E-4,0.6818552999,0.317337537,6.013169014E-5,-9.285434945E-5
0.00975,1.560360938E-4,0.6818575009,0.3173385614,6.180842982E-5,-9.264917278E-5
0.0098,1.639372026E-4,0.6818596244,0.3173395496,6.342422595E-5,-9.244764539E-5
0.00985,1.716765648E-4,0.6818616682,0.3173405008,6.497748519E-5,-9.224996616E-5
0.0099,1.792465435E-4,0.6818636305,0.3173414141,6.646667592E-5,-9.205633015E-5
0.00995,1.86639669E-4,0.6818655091,0.3173422884,6.789032969E-5,-9.186692844E-5
0.01,1.938486465E-4,0.6818673024,0.317343123,6.924704271E-5,-9.168194789E-5
0.01005,2.008663635E-4,0.6818690085,0.317343917,7.053547721E-5,-9.150157103E-5
0.0101,2.234876698E-4,0.6818706258,0.3173446697,7.175436279E-5,-9.093073394E-5
0.01015,2.779061938E-4,0.6818721526,0.3173453803,7.290249763E-5,-8.956400339E-5
0.0102,5.609355529E-4,0.6818735874,0.3173460481,7.397874971E-5,-8.247778379E-5
0.01025,0.001080347637,0.6818749289,0.3173466724,7.498205793E-5,-6.947196545E-5
0.0103,0.001533830037,0.6818762266,0.3173472764,7.595089574E-5,-5.810222806E-5
0.01035,0.001657495772,0.6818776771,0.3173479514,7.703776204E-5,-5.497069307E-5
0.0104,0.001629393664,0.6818796163,0.3173488539,7.850302503E-5,-5.563215966E-5
0.01045,0.001401255615,0.6818824169,0.3173501573,8.063561078E-5,-6.129772786E-5
0.0105,0.001016391133,0.6818864136,0.3173520174,8.369463099E-5,-7.088911946E-5
0.01055,5.702263485E-4,0.6818918428,0.3173545442,8.786309246E-5,-8.202340652E-5
0.0106,1.168665563E-4,0.6818988058,0.3173577848,9.321878756E-5,-9.334881284E-5
